formula,material_id,particle,energy_MeV,niel_MeV_cm2_g,source_file
Si,JVASP-25415,proton,0.35,0.20202,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.4,0.17876,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.45,0.16042,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.5,0.14558,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.55,0.1333,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.6,0.12298,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.65,0.11417,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.7,0.10657,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.75,0.099935,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.8,0.094094,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.85,0.088912,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.9,0.084281,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,0.95,0.080117,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,1.0,0.076353,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,1.5,0.052092,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,2.0,0.039635,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,2.5,0.03203,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,3.0,0.026906,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,3.5,0.023306,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,4.0,0.020755,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,4.5,0.018862,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,5.0,0.017371,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,5.5,0.016147,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,6.0,0.015124,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,6.5,0.014257,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,7.0,0.013517,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,7.5,0.012882,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,8.0,0.012331,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,8.5,0.011852,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,9.0,0.01143,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,9.5,0.011057,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,10.0,0.010723,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,15.0,0.0086072,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,20.0,0.0074291,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,25.0,0.0066298,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,30.0,0.0060475,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,35.0,0.0056017,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,40.0,0.0052446,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,45.0,0.0049471,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,50.0,0.004691,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,55.0,0.0044652,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,60.0,0.0042622,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,65.0,0.0040777,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,70.0,0.0039084,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,75.0,0.0037523,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,80.0,0.0036078,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,85.0,0.0034739,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,90.0,0.0033496,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,95.0,0.0032341,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,100.0,0.0031268,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,150.0,0.0023882,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,200.0,0.0020155,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,250.0,0.0018143,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,300.0,0.0016976,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,350.0,0.0016248,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,400.0,0.0015762,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,450.0,0.0015416,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,500.0,0.0015159,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,550.0,0.0014965,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,600.0,0.0014816,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,650.0,0.0014703,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,700.0,0.0014615,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,750.0,0.0014543,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,800.0,0.0014476,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,850.0,0.00144,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,900.0,0.00143,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,950.0,0.0014162,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,1000.0,0.0013968,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,1500.0,0.0014248,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,2000.0,0.0013985,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,2500.0,0.0013611,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,3000.0,0.0013248,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,3500.0,0.001293,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,4000.0,0.0012663,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,4500.0,0.0012443,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,5000.0,0.0012263,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,5500.0,0.0012118,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,6000.0,0.0012001,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,6500.0,0.0011908,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,7000.0,0.0011835,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,7500.0,0.0011777,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,8000.0,0.0011732,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,8500.0,0.0011699,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,9000.0,0.0011674,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,9500.0,0.0011656,Si_JVASP-25415_p_srniel.csv
Si,JVASP-25415,proton,10000.0,0.0011644,Si_JVASP-25415_p_srniel.csv
SrTaNO2,JVASP-109687,electron,0.04,0.0,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.045,1.5312e-06,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.05,9.934e-06,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.055,1.5894e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.06,2.0285e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.065,2.3616e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.07,2.6199e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.075,2.8239e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.08,2.9874e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.085,3.1201e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.09,3.229e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.095,3.3192e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.1,3.3947e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.15,3.774e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.2,3.9405e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.25,4.0969e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.3,4.2652e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.35,4.4043e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.4,4.5276e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.45,4.6411e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.5,4.748e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.55,4.8502e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.6,4.9485e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.65,5.0435e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.7,5.1355e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.75,5.2248e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.8,5.3116e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.85,5.3961e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.9,5.4783e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,0.95,5.5583e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,1.0,5.6362e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,1.5,6.3192e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,2.0,6.8678e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,2.5,7.3225e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,3.0,7.7089e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,3.5,8.0434e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,4.0,8.3376e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,4.5,8.5993e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,5.0,8.8345e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,5.5,9.0475e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,6.0,9.2418e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,6.5,9.4201e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,7.0,9.5844e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,7.5,9.7366e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,8.0,9.878e-05,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,8.5,0.0001001,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,9.0,0.00010133,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,9.5,0.00010249,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,10.0,0.00010357,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,15.0,0.00011164,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,20.0,0.00011654,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,25.0,0.00011964,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,30.0,0.0001216,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,35.0,0.0001228,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,40.0,0.00012349,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,45.0,0.00012383,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,50.0,0.00012393,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,55.0,0.00012388,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,60.0,0.00012372,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,65.0,0.0001235,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,70.0,0.00012325,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,75.0,0.00012297,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,80.0,0.00012268,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,85.0,0.0001224,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,90.0,0.00012212,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,95.0,0.00012185,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,electron,100.0,0.0001216,SrTaNO2_JVASP-109687_e_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0001,0.2337,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00015,0.69063,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0002,1.1824,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00025,1.5016,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0003,1.7171,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00035,1.8685,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0004,1.9775,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00045,2.0573,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0005,2.1163,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00055,2.16,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0006,2.1921,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00065,2.2155,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0007,2.2321,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00075,2.2433,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0008,2.2504,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00085,2.2541,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0009,2.255,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.00095,2.2538,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.001,2.2508,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0015,2.1727,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.002,2.0711,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0025,1.9737,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.003,1.8854,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0035,1.8063,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.004,1.7352,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0045,1.6711,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.005,1.6129,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0055,1.5599,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.006,1.5113,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0065,1.4665,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.007,1.425,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0075,1.3865,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.008,1.3507,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0085,1.3171,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.009,1.2856,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.0095,1.256,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.01,1.228,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.015,1.015,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.02,0.87482,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.025,0.7738,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.03,0.69674,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.035,0.6356,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.04,0.58567,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.045,0.54397,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.05,0.50844,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.055,0.47769,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.06,0.45088,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.065,0.4273,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.07,0.40638,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.075,0.38766,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.08,0.3708,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.085,0.35552,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.09,0.3416,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.095,0.32885,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.1,0.31713,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.15,0.23633,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.2,0.18997,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.25,0.15974,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.3,0.13839,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.35,0.12246,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.4,0.11007,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.45,0.10013,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.5,0.091955,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.55,0.085111,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.6,0.079421,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.65,0.074556,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.7,0.070319,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.75,0.066592,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.8,0.063257,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.85,0.060199,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.9,0.057451,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,0.95,0.054967,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,1.0,0.05271,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,1.5,0.037841,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,2.0,0.029552,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,2.5,0.024207,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,3.0,0.020544,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,3.5,0.017876,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,4.0,0.0159,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,4.5,0.014336,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,5.0,0.013042,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,5.5,0.011979,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,6.0,0.011103,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,6.5,0.010366,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,7.0,0.0097342,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,7.5,0.0091834,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,8.0,0.0086979,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,8.5,0.0082658,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,9.0,0.0078783,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,9.5,0.0075289,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,10.0,0.0072121,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,15.0,0.0051921,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,20.0,0.0042181,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,25.0,0.0036572,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,30.0,0.0032815,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,35.0,0.0029989,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,40.0,0.0027722,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,45.0,0.0025852,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,50.0,0.0024293,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,55.0,0.0022986,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,60.0,0.0021885,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,65.0,0.0020954,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,70.0,0.0020162,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,75.0,0.0019482,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,80.0,0.0018895,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,85.0,0.0018383,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,90.0,0.0017933,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,95.0,0.0017533,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,100.0,0.0017174,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,150.0,0.0014791,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,200.0,0.0013393,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,250.0,0.0012573,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,300.0,0.0012183,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,350.0,0.0012083,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,400.0,0.0012154,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,450.0,0.0012308,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,500.0,0.001249,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,550.0,0.0012666,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,600.0,0.0012823,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,650.0,0.0012958,SrTaNO2_JVASP-109687_p_srniel.csv
SrTaNO2,JVASP-109687,proton,700.0,0.0013071,SrTaNO2_JVASP-109687_p_srniel.csv
