formula,material_id,particle,status,result_url,omere_dat,raw_curve_csv,elements,stoichiometry,ed_eV,has_fallback_ed,payload_json,error
Si,JVASP-25415,electron,ok,http://www.sr-niel.org/Simulation/718130niel_e.html,omere_inputs/Si_JVASP-25415_e_NIEL.dat,raw_srniel_tables/Si_JVASP-25415_e_srniel.csv,Si,1,4.733,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""1"", ""Stoich1"": ""1"", ""TARGET"": ""0"", ""Th1"": ""4.733"", ""Z1"": ""14"", ""formSubmit"": ""CALCULATE""}",
Si,JVASP-25415,proton,ok,http://www.sr-niel.org/Simulation/770572niel_p.html,omere_inputs/Si_JVASP-25415_p_NIEL.dat,raw_srniel_tables/Si_JVASP-25415_p_srniel.csv,Si,1,4.733,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""1"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""TARGET"": ""0"", ""Th1"": ""4.733"", ""Z1"": ""14"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
SrTaNO2,JVASP-109687,electron,ok,http://www.sr-niel.org/Simulation/252653niel_e.html,omere_inputs/SrTaNO2_JVASP-109687_e_NIEL.dat,raw_srniel_tables/SrTaNO2_JVASP-109687_e_srniel.csv,Sr;Ta;N;O,1;1;1;2,7;0.56;22;28,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""2"", ""TARGET"": ""0"", ""Th1"": ""7"", ""Th2"": ""0.56"", ""Th3"": ""22"", ""Th4"": ""28"", ""Z1"": ""38"", ""Z2"": ""73"", ""Z3"": ""7"", ""Z4"": ""8"", ""formSubmit"": ""CALCULATE""}",
SrTaNO2,JVASP-109687,proton,ok,http://www.sr-niel.org/Simulation/301868niel_p.html,omere_inputs/SrTaNO2_JVASP-109687_p_NIEL.dat,raw_srniel_tables/SrTaNO2_JVASP-109687_p_srniel.csv,Sr;Ta;N;O,1;1;1;2,7;0.56;22;28,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""2"", ""TARGET"": ""0"", ""Th1"": ""7"", ""Th2"": ""0.56"", ""Th3"": ""22"", ""Th4"": ""28"", ""Z1"": ""38"", ""Z2"": ""73"", ""Z3"": ""7"", ""Z4"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
SrZrS3,JVASP-21271,electron,ok,http://www.sr-niel.org/Simulation/792176niel_e.html,omere_inputs/SrZrS3_JVASP-21271_e_NIEL.dat,raw_srniel_tables/SrZrS3_JVASP-21271_e_srniel.csv,Sr;Zr;S,1;1;3,19.813;20.172;21.908,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""19.813"", ""Th2"": ""20.172"", ""Th3"": ""21.908"", ""Z1"": ""38"", ""Z2"": ""40"", ""Z3"": ""16"", ""formSubmit"": ""CALCULATE""}",
SrZrS3,JVASP-21271,proton,ok,http://www.sr-niel.org/Simulation/724602niel_p.html,omere_inputs/SrZrS3_JVASP-21271_p_NIEL.dat,raw_srniel_tables/SrZrS3_JVASP-21271_p_srniel.csv,Sr;Zr;S,1;1;3,19.813;20.172;21.908,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""3"", ""TARGET"": ""0"", ""Th1"": ""19.813"", ""Th2"": ""20.172"", ""Th3"": ""21.908"", ""Z1"": ""38"", ""Z2"": ""40"", ""Z3"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Ta2Te4Br10O,JVASP-31871,electron,ok,http://www.sr-niel.org/Simulation/231845niel_e.html,omere_inputs/Ta2Te4Br10O_JVASP-31871_e_NIEL.dat,raw_srniel_tables/Ta2Te4Br10O_JVASP-31871_e_srniel.csv,Ta;Te;Br;O,2;4;10;1,11.673;9.079;7.234;7.082,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""2"", ""Stoich2"": ""4"", ""Stoich3"": ""10"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""11.673"", ""Th2"": ""9.079"", ""Th3"": ""7.234"", ""Th4"": ""7.082"", ""Z1"": ""73"", ""Z2"": ""52"", ""Z3"": ""35"", ""Z4"": ""8"", ""formSubmit"": ""CALCULATE""}",
Ta2Te4Br10O,JVASP-31871,proton,ok,http://www.sr-niel.org/Simulation/577520niel_p.html,omere_inputs/Ta2Te4Br10O_JVASP-31871_p_NIEL.dat,raw_srniel_tables/Ta2Te4Br10O_JVASP-31871_p_srniel.csv,Ta;Te;Br;O,2;4;10;1,11.673;9.079;7.234;7.082,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""4"", ""Stoich3"": ""10"", ""Stoich4"": ""1"", ""TARGET"": ""0"", ""Th1"": ""11.673"", ""Th2"": ""9.079"", ""Th3"": ""7.234"", ""Th4"": ""7.082"", ""Z1"": ""73"", ""Z2"": ""52"", ""Z3"": ""35"", ""Z4"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
Te2Mo3WS6,JVASP-28699,electron,ok,http://www.sr-niel.org/Simulation/548734niel_e.html,omere_inputs/Te2Mo3WS6_JVASP-28699_e_NIEL.dat,raw_srniel_tables/Te2Mo3WS6_JVASP-28699_e_srniel.csv,Te;Mo;W;S,2;3;1;6,5.5;33;55;7.6,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""Stoich3"": ""1"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""33"", ""Th3"": ""55"", ""Th4"": ""7.6"", ""Z1"": ""52"", ""Z2"": ""42"", ""Z3"": ""74"", ""Z4"": ""16"", ""formSubmit"": ""CALCULATE""}",
Te2Mo3WS6,JVASP-28699,proton,ok,http://www.sr-niel.org/Simulation/897043niel_p.html,omere_inputs/Te2Mo3WS6_JVASP-28699_p_NIEL.dat,raw_srniel_tables/Te2Mo3WS6_JVASP-28699_p_srniel.csv,Te;Mo;W;S,2;3;1;6,5.5;33;55;7.6,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""2"", ""Stoich2"": ""3"", ""Stoich3"": ""1"", ""Stoich4"": ""6"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""33"", ""Th3"": ""55"", ""Th4"": ""7.6"", ""Z1"": ""52"", ""Z2"": ""42"", ""Z3"": ""74"", ""Z4"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
TeMoWSe3,JVASP-28952,electron,ok,http://www.sr-niel.org/Simulation/780101niel_e.html,omere_inputs/TeMoWSe3_JVASP-28952_e_NIEL.dat,raw_srniel_tables/TeMoWSe3_JVASP-28952_e_srniel.csv,Te;Mo;W;Se,1;1;1;3,5.5;33;55;7.4,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""4"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""3"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""33"", ""Th3"": ""55"", ""Th4"": ""7.4"", ""Z1"": ""52"", ""Z2"": ""42"", ""Z3"": ""74"", ""Z4"": ""34"", ""formSubmit"": ""CALCULATE""}",
TeMoWSe3,JVASP-28952,proton,ok,http://www.sr-niel.org/Simulation/596720niel_p.html,omere_inputs/TeMoWSe3_JVASP-28952_p_NIEL.dat,raw_srniel_tables/TeMoWSe3_JVASP-28952_p_srniel.csv,Te;Mo;W;Se,1;1;1;3,5.5;33;55;7.4,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""4"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""1"", ""Stoich4"": ""3"", ""TARGET"": ""0"", ""Th1"": ""5.5"", ""Th2"": ""33"", ""Th3"": ""55"", ""Th4"": ""7.4"", ""Z1"": ""52"", ""Z2"": ""42"", ""Z3"": ""74"", ""Z4"": ""34"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
VRhO4,JVASP-42957,electron,ok,http://www.sr-niel.org/Simulation/792973niel_e.html,omere_inputs/VRhO4_JVASP-42957_e_NIEL.dat,raw_srniel_tables/VRhO4_JVASP-42957_e_srniel.csv,V;Rh;O,1;1;4,28;25;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""28"", ""Th2"": ""25"", ""Th3"": ""28"", ""Z1"": ""23"", ""Z2"": ""45"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
VRhO4,JVASP-42957,proton,ok,http://www.sr-niel.org/Simulation/289435niel_p.html,omere_inputs/VRhO4_JVASP-42957_p_NIEL.dat,raw_srniel_tables/VRhO4_JVASP-42957_p_srniel.csv,V;Rh;O,1;1;4,28;25;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""4"", ""TARGET"": ""0"", ""Th1"": ""28"", ""Th2"": ""25"", ""Th3"": ""28"", ""Z1"": ""23"", ""Z2"": ""45"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ZnBi2O5,JVASP-9800,electron,ok,http://www.sr-niel.org/Simulation/909078niel_e.html,omere_inputs/ZnBi2O5_JVASP-9800_e_NIEL.dat,raw_srniel_tables/ZnBi2O5_JVASP-9800_e_srniel.csv,Zn;Bi;O,1;2;5,10;8;28,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""5"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""8"", ""Th3"": ""28"", ""Z1"": ""30"", ""Z2"": ""83"", ""Z3"": ""8"", ""formSubmit"": ""CALCULATE""}",
ZnBi2O5,JVASP-9800,proton,ok,http://www.sr-niel.org/Simulation/894969niel_p.html,omere_inputs/ZnBi2O5_JVASP-9800_p_NIEL.dat,raw_srniel_tables/ZnBi2O5_JVASP-9800_p_srniel.csv,Zn;Bi;O,1;2;5,10;8;28,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""2"", ""Stoich3"": ""5"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""8"", ""Th3"": ""28"", ""Z1"": ""30"", ""Z2"": ""83"", ""Z3"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ZnGeN2,JVASP-9374,electron,ok,http://www.sr-niel.org/Simulation/255364niel_e.html,omere_inputs/ZnGeN2_JVASP-9374_e_NIEL.dat,raw_srniel_tables/ZnGeN2_JVASP-9374_e_srniel.csv,Zn;Ge;N,1;1;2,0.591;14.5;22,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""3"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""0.591"", ""Th2"": ""14.5"", ""Th3"": ""22"", ""Z1"": ""30"", ""Z2"": ""32"", ""Z3"": ""7"", ""formSubmit"": ""CALCULATE""}",
ZnGeN2,JVASP-9374,proton,ok,http://www.sr-niel.org/Simulation/423911niel_p.html,omere_inputs/ZnGeN2_JVASP-9374_p_NIEL.dat,raw_srniel_tables/ZnGeN2_JVASP-9374_p_srniel.csv,Zn;Ge;N,1;1;2,0.591;14.5;22,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""3"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""Stoich3"": ""2"", ""TARGET"": ""0"", ""Th1"": ""0.591"", ""Th2"": ""14.5"", ""Th3"": ""22"", ""Z1"": ""30"", ""Z2"": ""32"", ""Z3"": ""7"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ZnO,JVASP-17188,electron,ok,http://www.sr-niel.org/Simulation/281560niel_e.html,omere_inputs/ZnO_JVASP-17188_e_NIEL.dat,raw_srniel_tables/ZnO_JVASP-17188_e_srniel.csv,Zn;O,1;1,10;28,True,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""28"", ""Z1"": ""30"", ""Z2"": ""8"", ""formSubmit"": ""CALCULATE""}",
ZnO,JVASP-17188,proton,ok,http://www.sr-niel.org/Simulation/534555niel_p.html,omere_inputs/ZnO_JVASP-17188_p_NIEL.dat,raw_srniel_tables/ZnO_JVASP-17188_p_srniel.csv,Zn;O,1;1,10;28,True,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""10"", ""Th2"": ""28"", ""Z1"": ""30"", ""Z2"": ""8"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
ZnS,JVASP-10591,electron,ok,http://www.sr-niel.org/Simulation/810182niel_e.html,omere_inputs/ZnS_JVASP-10591_e_NIEL.dat,raw_srniel_tables/ZnS_JVASP-10591_e_srniel.csv,Zn;S,1;1,4.311;24.075,False,"{""AddEnergy"": """", ""Emax"": ""100"", ""Emin"": ""0.04"", ""FF"": ""0"", ""Fluence"": ""1"", ""NELEM"": ""2"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""4.311"", ""Th2"": ""24.075"", ""Z1"": ""30"", ""Z2"": ""16"", ""formSubmit"": ""CALCULATE""}",
ZnS,JVASP-10591,proton,ok,http://www.sr-niel.org/Simulation/659034niel_p.html,omere_inputs/ZnS_JVASP-10591_p_NIEL.dat,raw_srniel_tables/ZnS_JVASP-10591_p_srniel.csv,Zn;S,1;1,4.311;24.075,False,"{""AddEnergy"": """", ""Emax"": ""10000"", ""Emin"": ""0.0001"", ""Fluence"": ""1"", ""Ionmodel"": ""1"", ""NELEM"": ""2"", ""Scale"": ""0"", ""Stoich1"": ""1"", ""Stoich2"": ""1"", ""TARGET"": ""0"", ""Th1"": ""4.311"", ""Th2"": ""24.075"", ""Z1"": ""30"", ""Z2"": ""16"", ""Zi"": ""1"", ""formSubmit"": ""CALCULATE""}",
